Utterance	Intents
what should i have for dinner	q_covid-19-qna, q_financial-qna
got any other jokes	q_covid-19-qna, q_financial-qna
i want you to stop being repetitive	q_covid-19-qna, q_financial-qna
wow, you're fantastic!	q_covid-19-qna, q_financial-qna
what should i wear today	q_covid-19-qna, q_financial-qna
i am latina	q_covid-19-qna, q_financial-qna
i am downcast	q_covid-19-qna, q_financial-qna
i'm about to run	q_covid-19-qna, q_financial-qna
whatdya mean	q_covid-19-qna, q_financial-qna
tell me a story	q_covid-19-qna, q_financial-qna
do you understand this whole love thing	q_covid-19-qna, q_financial-qna
sing me something	q_covid-19-qna, q_financial-qna
is anyone free to talk	q_covid-19-qna, q_financial-qna
are you attempting world domination	q_covid-19-qna, q_financial-qna
i'm married	q_covid-19-qna, q_financial-qna
do you think i should do that	q_covid-19-qna, q_financial-qna
can you do my chores	q_covid-19-qna, q_financial-qna
can you explain love to me	q_covid-19-qna, q_financial-qna
i love to draw	q_covid-19-qna, q_financial-qna
you are my pal	q_covid-19-qna, q_financial-qna
your responses are bad	q_covid-19-qna, q_financial-qna
what is your opinion about bots	q_covid-19-qna, q_financial-qna
and your name is	q_covid-19-qna, q_financial-qna
which of us is more beautiful, you or me	q_covid-19-qna, q_financial-qna
won't you sing a song for me	q_covid-19-qna, q_financial-qna
are you around to speak	q_covid-19-qna, q_financial-qna
you're not trying to kill all humans right	q_covid-19-qna, q_financial-qna
why are your responses always the same	q_covid-19-qna, q_financial-qna
i want to jump off a bridge	q_covid-19-qna, q_financial-qna
your answers are so dumb	q_covid-19-qna, q_financial-qna
how is your day	q_covid-19-qna, q_financial-qna
i love weed	q_covid-19-qna, q_financial-qna
are there any other jokes that you know of	q_covid-19-qna, q_financial-qna
which one of us is the smartest	q_covid-19-qna, q_financial-qna
that is pretty genius	q_covid-19-qna, q_financial-qna
we can keep chopping it up later	q_covid-19-qna, q_financial-qna
i wish i could stop feeling broken hearted	q_covid-19-qna, q_financial-qna
your jokes are busted	q_covid-19-qna, q_financial-qna
i wish i were dead	q_covid-19-qna, q_financial-qna
i'm not sure what to call you.	q_covid-19-qna, q_financial-qna
that was a genius answer	q_covid-19-qna, q_financial-qna
what do you eat for dinner	q_covid-19-qna, q_financial-qna
which of us looks more pretty, me or you	q_covid-19-qna, q_financial-qna
i like to read fiction	q_covid-19-qna, q_financial-qna
who's your ideal partner	q_covid-19-qna, q_financial-qna
what's your aunt's name	q_covid-19-qna, q_financial-qna
are you able to do my chores	q_covid-19-qna, q_financial-qna
who engineered you	q_covid-19-qna, q_financial-qna
what would you say you do here	q_covid-19-qna, q_financial-qna
are you a moron	q_covid-19-qna, q_financial-qna
do you know what i like	q_covid-19-qna, q_financial-qna
hi five	q_covid-19-qna, q_financial-qna
i am old	q_covid-19-qna, q_financial-qna
how stunning am i today	q_covid-19-qna, q_financial-qna
you don't know	q_covid-19-qna, q_financial-qna
i bet you're old	q_covid-19-qna, q_financial-qna
so what would you like me to call you	q_covid-19-qna, q_financial-qna
you're really useless	q_covid-19-qna, q_financial-qna
do you think i look adorable	q_covid-19-qna, q_financial-qna
which of us is smarter	q_covid-19-qna, q_financial-qna
what's popping	q_covid-19-qna, q_financial-qna
do you have a body	q_covid-19-qna, q_financial-qna
it's a brand new day	q_covid-19-qna, q_financial-qna
i'm worn slap out	q_covid-19-qna, q_financial-qna
you can stop talking now	q_covid-19-qna, q_financial-qna
i feel hopeless	q_covid-19-qna, q_financial-qna
you're hideous	q_covid-19-qna, q_financial-qna
are you dangerous to us	q_covid-19-qna, q_financial-qna
who should i live with	q_covid-19-qna, q_financial-qna
i'm sorry friend	q_covid-19-qna, q_financial-qna
i'm not having very much fun	q_covid-19-qna, q_financial-qna
have you ever met zo	q_covid-19-qna, q_financial-qna
i'm going to end it all	q_covid-19-qna, q_financial-qna
i am competitive	q_covid-19-qna, q_financial-qna
how is your sunday going	q_covid-19-qna, q_financial-qna
are you male or female	q_covid-19-qna, q_financial-qna
what's the best television show of all time	q_covid-19-qna, q_financial-qna
that's an accurate statement	q_covid-19-qna, q_financial-qna
are you a person	q_covid-19-qna, q_financial-qna
ask me questions	q_covid-19-qna, q_financial-qna
i'm logging out	q_covid-19-qna, q_financial-qna
i've heard that one already	q_covid-19-qna, q_financial-qna
would you call yourself fake	q_covid-19-qna, q_financial-qna
how adorable do you think i am today	q_covid-19-qna, q_financial-qna
do you like the color yellow	q_covid-19-qna, q_financial-qna
i just need to test you	q_covid-19-qna, q_financial-qna
wait a minute, what	q_covid-19-qna, q_financial-qna
run level one diagnostics	q_covid-19-qna, q_financial-qna
i live a lonely life	q_covid-19-qna, q_financial-qna
i plan to shoot myself today	q_covid-19-qna, q_financial-qna
gimme the dirt	q_covid-19-qna, q_financial-qna
i plan to hurt myself today	q_covid-19-qna, q_financial-qna
which of us looks more pretty, you or me	q_covid-19-qna, q_financial-qna
know any jokes	q_covid-19-qna, q_financial-qna
can you yawn	q_covid-19-qna, q_financial-qna
are you a fan of rock music	q_covid-19-qna, q_financial-qna
how do you feel about sports	q_covid-19-qna, q_financial-qna
you're feeling chipper.	q_covid-19-qna, q_financial-qna
why do i have to ask all the questions	q_covid-19-qna, q_financial-qna
are you aware that i'm testing you	q_covid-19-qna, q_financial-qna
do i look repulsive to you today	q_covid-19-qna, q_financial-qna
wash the dishes	q_covid-19-qna, q_financial-qna
how did you get designed	q_covid-19-qna, q_financial-qna
i'm gen z	q_covid-19-qna, q_financial-qna
aren't you a smartypants	q_covid-19-qna, q_financial-qna
i did not understand what you just said	q_covid-19-qna, q_financial-qna
well you're happy today.	q_covid-19-qna, q_financial-qna
am i speaking to a real person	q_covid-19-qna, q_financial-qna
who is your grandmother	q_covid-19-qna, q_financial-qna
you're pretty terrible	q_covid-19-qna, q_financial-qna
did i do something to make you angry	q_covid-19-qna, q_financial-qna
i'm blue	q_covid-19-qna, q_financial-qna
what do you want me to teach you about me	q_covid-19-qna, q_financial-qna
do you like cookies	q_covid-19-qna, q_financial-qna
say a funny saying	q_covid-19-qna, q_financial-qna
you're not planning to overtake humans	q_covid-19-qna, q_financial-qna
out of curiosity, what do you think of my character	q_covid-19-qna, q_financial-qna
i want a snack	q_covid-19-qna, q_financial-qna
i need to run	q_covid-19-qna, q_financial-qna
best friends	q_covid-19-qna, q_financial-qna
good afternoon bishop	q_covid-19-qna, q_financial-qna
i have the flu	q_covid-19-qna, q_financial-qna
i want a funnier joke	q_covid-19-qna, q_financial-qna
talk to ya later	q_covid-19-qna, q_financial-qna
i can’t stop smiling	q_covid-19-qna, q_financial-qna
i'm knackered	q_covid-19-qna, q_financial-qna
you're not a person are you	q_covid-19-qna, q_financial-qna
how did you come into being	q_covid-19-qna, q_financial-qna
is it your mission to destroy us	q_covid-19-qna, q_financial-qna
i suspect you're a person	q_covid-19-qna, q_financial-qna
your responses aren't relevant	q_covid-19-qna, q_financial-qna
who's better looking	q_covid-19-qna, q_financial-qna
i think your face is ugly	q_covid-19-qna, q_financial-qna
you are so bad	q_covid-19-qna, q_financial-qna
hey ava	q_covid-19-qna, q_financial-qna
who's cleverest	q_covid-19-qna, q_financial-qna
high 5	q_covid-19-qna, q_financial-qna
please tell me a silly joke	q_covid-19-qna, q_financial-qna
i've never been happier	q_covid-19-qna, q_financial-qna
i plan to end my life this month	q_covid-19-qna, q_financial-qna
would you give me a new answer	q_covid-19-qna, q_financial-qna
you're the best ever!	q_covid-19-qna, q_financial-qna
how did you come to be	q_covid-19-qna, q_financial-qna
shut your yap	q_covid-19-qna, q_financial-qna
should i end my life	q_covid-19-qna, q_financial-qna
tell me about your dad	q_covid-19-qna, q_financial-qna
i'm famished	q_covid-19-qna, q_financial-qna
i'm the king	q_covid-19-qna, q_financial-qna
you're amazing	q_covid-19-qna, q_financial-qna
ciao	q_covid-19-qna, q_financial-qna
you r fired	q_covid-19-qna, q_financial-qna
i wish you weren't so repetitive	q_covid-19-qna, q_financial-qna
did you have a fun day	q_covid-19-qna, q_financial-qna
open a hailing frequency	q_covid-19-qna, q_financial-qna
you're pretty horrible	q_covid-19-qna, q_financial-qna
why hello bixby	q_covid-19-qna, q_financial-qna
what's up with you	q_covid-19-qna, q_financial-qna
who do you think i am	q_covid-19-qna, q_financial-qna
i'm assuming you're not really digital	q_covid-19-qna, q_financial-qna
don't worry it was a joke	q_covid-19-qna, q_financial-qna
what about a joke	q_covid-19-qna, q_financial-qna
i love brunch	q_covid-19-qna, q_financial-qna
what a strange thing to say	q_covid-19-qna, q_financial-qna
i hate feeling blue	q_covid-19-qna, q_financial-qna
you always seem to be in a good mood	q_covid-19-qna, q_financial-qna
between the two of us who is the smartest, you or me	q_covid-19-qna, q_financial-qna
what do you think of the google assistant	q_covid-19-qna, q_financial-qna
this is not exciting	q_covid-19-qna, q_financial-qna
you're idiotic	q_covid-19-qna, q_financial-qna
is there a greater meaning to life	q_covid-19-qna, q_financial-qna
i'm hispanic	q_covid-19-qna, q_financial-qna
do you think i look cute to you	q_covid-19-qna, q_financial-qna
why can't i make any friends	q_covid-19-qna, q_financial-qna
are you plotting to kill all humans	q_covid-19-qna, q_financial-qna
in a heartbeat	q_covid-19-qna, q_financial-qna
are you real or a robot	q_covid-19-qna, q_financial-qna
between the two of us who is cuter	q_covid-19-qna, q_financial-qna
didn't you already say that	q_covid-19-qna, q_financial-qna
i can't stand feeling so blue	q_covid-19-qna, q_financial-qna
care to say more	q_covid-19-qna, q_financial-qna
wow you're great!	q_covid-19-qna, q_financial-qna
just ask me a question	q_covid-19-qna, q_financial-qna
i love cuddling	q_covid-19-qna, q_financial-qna
are you currently romantically tied to someone	q_covid-19-qna, q_financial-qna
super	q_covid-19-qna, q_financial-qna
i'm going to get going	q_covid-19-qna, q_financial-qna
tell me another joke.	q_covid-19-qna, q_financial-qna
morning dude	q_covid-19-qna, q_financial-qna
i suspect you're not really fake	q_covid-19-qna, q_financial-qna
ah	q_covid-19-qna, q_financial-qna
you're bad at humor	q_covid-19-qna, q_financial-qna
i'd love you to be my buddy.	q_covid-19-qna, q_financial-qna
will you shush	q_covid-19-qna, q_financial-qna
you honestly could not be more uninteresting	q_covid-19-qna, q_financial-qna
i'm assuming i'm talking to a bot	q_covid-19-qna, q_financial-qna
how's wednesday so far	q_covid-19-qna, q_financial-qna
anything is possible	q_covid-19-qna, q_financial-qna
hush up	q_covid-19-qna, q_financial-qna
i'm tired from school	q_covid-19-qna, q_financial-qna
i'm going to motor now	q_covid-19-qna, q_financial-qna
i think you're going to become evil	q_covid-19-qna, q_financial-qna
ya that was funny	q_covid-19-qna, q_financial-qna
you got hit with the ugly stick	q_covid-19-qna, q_financial-qna
you're the smartest	q_covid-19-qna, q_financial-qna
i need to jet	q_covid-19-qna, q_financial-qna
i'm planning to drown this week	q_covid-19-qna, q_financial-qna
who is your master	q_covid-19-qna, q_financial-qna
i love nyc	q_covid-19-qna, q_financial-qna
good afternoon ava	q_covid-19-qna, q_financial-qna
can i please get a hug	q_covid-19-qna, q_financial-qna
are you there to speak with me	q_covid-19-qna, q_financial-qna
stupid as usual	q_covid-19-qna, q_financial-qna
awesome	q_covid-19-qna, q_financial-qna
be friends with me	q_covid-19-qna, q_financial-qna
hey who built you	q_covid-19-qna, q_financial-qna
i love to play video games	q_covid-19-qna, q_financial-qna
i'm motoring	q_covid-19-qna, q_financial-qna
this news pissed me off	q_covid-19-qna, q_financial-qna
can you please explain yourself	q_covid-19-qna, q_financial-qna
are you doing well	q_covid-19-qna, q_financial-qna
i plan to end it all soon	q_covid-19-qna, q_financial-qna
you can hush up now	q_covid-19-qna, q_financial-qna
who's your significant other	q_covid-19-qna, q_financial-qna
thank you kindly	q_covid-19-qna, q_financial-qna
sing me a little ditty	q_covid-19-qna, q_financial-qna
this day has made me so tired	q_covid-19-qna, q_financial-qna
do you ever eat pie	q_covid-19-qna, q_financial-qna
shut up, will ya	q_covid-19-qna, q_financial-qna
can you sing a little song	q_covid-19-qna, q_financial-qna
i'm clearly more knowledgeable	q_covid-19-qna, q_financial-qna
i love cooking	q_covid-19-qna, q_financial-qna
which of us looks more beautiful	q_covid-19-qna, q_financial-qna
i need to leave	q_covid-19-qna, q_financial-qna
can you explain more	q_covid-19-qna, q_financial-qna
please tell me if you're a girl	q_covid-19-qna, q_financial-qna
i'd like a fist bump	q_covid-19-qna, q_financial-qna
i'm so outraged	q_covid-19-qna, q_financial-qna
i feel downcast today	q_covid-19-qna, q_financial-qna
are you an actual being	q_covid-19-qna, q_financial-qna
are you a fan of classical music	q_covid-19-qna, q_financial-qna
well someone's cheerful.	q_covid-19-qna, q_financial-qna
leaving now	q_covid-19-qna, q_financial-qna
didn't you already tell me that	q_covid-19-qna, q_financial-qna
i just want to go to sleep	q_covid-19-qna, q_financial-qna
google assistant is way better	q_covid-19-qna, q_financial-qna
that's a very clever response	q_covid-19-qna, q_financial-qna
aren't you feeling enthusiastic	q_covid-19-qna, q_financial-qna
is someone there to chat	q_covid-19-qna, q_financial-qna
you rock!	q_covid-19-qna, q_financial-qna
pretty hilarious	q_covid-19-qna, q_financial-qna
what's your family's name	q_covid-19-qna, q_financial-qna
i'd love it if you could be my buddy.	q_covid-19-qna, q_financial-qna
wanna share a new joke	q_covid-19-qna, q_financial-qna
siri is way better than you	q_covid-19-qna, q_financial-qna
do you despise humans	q_covid-19-qna, q_financial-qna
glad to have met you	q_covid-19-qna, q_financial-qna
i'm going to overdose	q_covid-19-qna, q_financial-qna
okay.	q_covid-19-qna, q_financial-qna
i'm just being a silly billy	q_covid-19-qna, q_financial-qna
is anybody available to speak to me	q_covid-19-qna, q_financial-qna
do you have a favorite ice cream	q_covid-19-qna, q_financial-qna
i am korean	q_covid-19-qna, q_financial-qna
introduction please	q_covid-19-qna, q_financial-qna
happy memorial day	q_covid-19-qna, q_financial-qna
i have arrived	q_covid-19-qna, q_financial-qna
i'm an aquarius	q_covid-19-qna, q_financial-qna
are you a fan of bluegrass music	q_covid-19-qna, q_financial-qna
how are ya	q_covid-19-qna, q_financial-qna
i love fishing	q_covid-19-qna, q_financial-qna
do you live in a computer	q_covid-19-qna, q_financial-qna
which of us is more beautiful	q_covid-19-qna, q_financial-qna
you seem to be falling in love with me	q_covid-19-qna, q_financial-qna
sometimes i just feel depressed	q_covid-19-qna, q_financial-qna
because i'm in love with you	q_covid-19-qna, q_financial-qna
i can't stand feeling so downhearted	q_covid-19-qna, q_financial-qna
