Utterance	Intents
i want to kill myself with a gun	q_covid-19-qna, q_financial-qna
a ha	q_covid-19-qna, q_financial-qna
don't try to make me laugh	q_covid-19-qna, q_financial-qna
is anyone there to speak with me	q_covid-19-qna, q_financial-qna
i feel down today	q_covid-19-qna, q_financial-qna
can you introduce yourself	q_covid-19-qna, q_financial-qna
i'm religious	q_covid-19-qna, q_financial-qna
i love pot	q_covid-19-qna, q_financial-qna
who is the brightest	q_covid-19-qna, q_financial-qna
have you ever eaten pork	q_covid-19-qna, q_financial-qna
you don't eat food	q_covid-19-qna, q_financial-qna
why are you so bad	q_covid-19-qna, q_financial-qna
i'm giving you a pink slip	q_covid-19-qna, q_financial-qna
i hate that answer	q_covid-19-qna, q_financial-qna
won't you say something funny	q_covid-19-qna, q_financial-qna
stop kidding	q_covid-19-qna, q_financial-qna
i'm tired of feeling so downcast all the time	q_covid-19-qna, q_financial-qna
you're gonna be unemployed soon	q_covid-19-qna, q_financial-qna
are you able to read my mind	q_covid-19-qna, q_financial-qna
lol	q_covid-19-qna, q_financial-qna
i’m over the moon	q_covid-19-qna, q_financial-qna
do i look handsome to you today	q_covid-19-qna, q_financial-qna
i have a problem with feeling lonely	q_covid-19-qna, q_financial-qna
who made you	q_covid-19-qna, q_financial-qna
you are so not pretty	q_covid-19-qna, q_financial-qna
lately i've been so inconsolable	q_covid-19-qna, q_financial-qna
i'm in love	q_covid-19-qna, q_financial-qna
you're happy today.	q_covid-19-qna, q_financial-qna
because you are a bot	q_covid-19-qna, q_financial-qna
you are so ugly	q_covid-19-qna, q_financial-qna
i feel so lonely	q_covid-19-qna, q_financial-qna
i'm running off now	q_covid-19-qna, q_financial-qna
i'm heated	q_covid-19-qna, q_financial-qna
am i cute to you today	q_covid-19-qna, q_financial-qna
i'm about to overdose	q_covid-19-qna, q_financial-qna
way off	q_covid-19-qna, q_financial-qna
do you like shanghai	q_covid-19-qna, q_financial-qna
fair	q_covid-19-qna, q_financial-qna
that is pretty astute	q_covid-19-qna, q_financial-qna
is anyone available to talk to me	q_covid-19-qna, q_financial-qna
how high can you jump	q_covid-19-qna, q_financial-qna
wait what now	q_covid-19-qna, q_financial-qna
i'm surprised i missed you	q_covid-19-qna, q_financial-qna
i would love for you to sing to me	q_covid-19-qna, q_financial-qna
how is your sunday	q_covid-19-qna, q_financial-qna
your responses aren't even close to being right	q_covid-19-qna, q_financial-qna
i'm so glad to meet you	q_covid-19-qna, q_financial-qna
u know a joke	q_covid-19-qna, q_financial-qna
let’s go seahawks	q_covid-19-qna, q_financial-qna
when are you going to ask me to get married	q_covid-19-qna, q_financial-qna
i'm sick of listening to you	q_covid-19-qna, q_financial-qna
what would you like to learn about	q_covid-19-qna, q_financial-qna
who is your director	q_covid-19-qna, q_financial-qna
you are pretty much the worst	q_covid-19-qna, q_financial-qna
i love poetry	q_covid-19-qna, q_financial-qna
what a genius thing to say	q_covid-19-qna, q_financial-qna
next joke, please	q_covid-19-qna, q_financial-qna
well you're feeling enthusiastic.	q_covid-19-qna, q_financial-qna
what a happy day	q_covid-19-qna, q_financial-qna
i'm tired	q_covid-19-qna, q_financial-qna
who is cuter, me or you	q_covid-19-qna, q_financial-qna
shut your face	q_covid-19-qna, q_financial-qna
you're pretty smart	q_covid-19-qna, q_financial-qna
i would love it if you stopped repeating yourself	q_covid-19-qna, q_financial-qna
i suspect you're actually fake	q_covid-19-qna, q_financial-qna
hi there!	q_covid-19-qna, q_financial-qna
will you be my best friend	q_covid-19-qna, q_financial-qna
so you don't know	q_covid-19-qna, q_financial-qna
i'm going to drown this week	q_covid-19-qna, q_financial-qna
should i be scared of you	q_covid-19-qna, q_financial-qna
can you sing a song to me	q_covid-19-qna, q_financial-qna
just so you know, i've missed you	q_covid-19-qna, q_financial-qna
how many brothers do you have	q_covid-19-qna, q_financial-qna
that's very intelligent	q_covid-19-qna, q_financial-qna
that was a very intelligent response	q_covid-19-qna, q_financial-qna
i'm driving	q_covid-19-qna, q_financial-qna
stop it with the humor	q_covid-19-qna, q_financial-qna
be back soon	q_covid-19-qna, q_financial-qna
nighty night	q_covid-19-qna, q_financial-qna
good afternoon robby	q_covid-19-qna, q_financial-qna
so how can i use you in my projects	q_covid-19-qna, q_financial-qna
what town do you live in	q_covid-19-qna, q_financial-qna
have you met bixby	q_covid-19-qna, q_financial-qna
it's time for you to hush	q_covid-19-qna, q_financial-qna
let's chat	q_covid-19-qna, q_financial-qna
thanks bot	q_covid-19-qna, q_financial-qna
watching paint dry is more entertaining than talking to you	q_covid-19-qna, q_financial-qna
i'm about to log out	q_covid-19-qna, q_financial-qna
do something amusing	q_covid-19-qna, q_financial-qna
good morning	q_covid-19-qna, q_financial-qna
not another word out of you	q_covid-19-qna, q_financial-qna
sing a song	q_covid-19-qna, q_financial-qna
google assistant is way smarter than you	q_covid-19-qna, q_financial-qna
i love to stay up late	q_covid-19-qna, q_financial-qna
you're not a lifeform right	q_covid-19-qna, q_financial-qna
what should i know about ai	q_covid-19-qna, q_financial-qna
what can you tell me about	q_covid-19-qna, q_financial-qna
on my way	q_covid-19-qna, q_financial-qna
i'm so irritated	q_covid-19-qna, q_financial-qna
who call the shots	q_covid-19-qna, q_financial-qna
why are you so horrible	q_covid-19-qna, q_financial-qna
between the two of us who is the smartest, me or you	q_covid-19-qna, q_financial-qna
do you have a girlfriend	q_covid-19-qna, q_financial-qna
you seem happy today.	q_covid-19-qna, q_financial-qna
nice to have met you	q_covid-19-qna, q_financial-qna
you are spectacular	q_covid-19-qna, q_financial-qna
what are your skills	q_covid-19-qna, q_financial-qna
can you speak with me	q_covid-19-qna, q_financial-qna
have a fun day	q_covid-19-qna, q_financial-qna
i know you love me	q_covid-19-qna, q_financial-qna
i didn't find you funny	q_covid-19-qna, q_financial-qna
between the two of us who is the most smart	q_covid-19-qna, q_financial-qna
describe the perfect girlfriend	q_covid-19-qna, q_financial-qna
are you smart	q_covid-19-qna, q_financial-qna
ahh, thanks	q_covid-19-qna, q_financial-qna
so hungry	q_covid-19-qna, q_financial-qna
you're really awful	q_covid-19-qna, q_financial-qna
i'd love it if you could be my pal.	q_covid-19-qna, q_financial-qna
i feel pretty bummed out	q_covid-19-qna, q_financial-qna
won't you give me a fist bump	q_covid-19-qna, q_financial-qna
what do you think about comic books	q_covid-19-qna, q_financial-qna
well someone's happy today.	q_covid-19-qna, q_financial-qna
tell me about how your day was	q_covid-19-qna, q_financial-qna
you're smitten with me	q_covid-19-qna, q_financial-qna
can you learn from people chatting with you	q_covid-19-qna, q_financial-qna
are you in your teens	q_covid-19-qna, q_financial-qna
you're pretty much the worst	q_covid-19-qna, q_financial-qna
i'm japanese	q_covid-19-qna, q_financial-qna
how is friday going so far	q_covid-19-qna, q_financial-qna
you're smart	q_covid-19-qna, q_financial-qna
do you think i seem attractive to you today	q_covid-19-qna, q_financial-qna
are you friends with siri	q_covid-19-qna, q_financial-qna
another day in paradise	q_covid-19-qna, q_financial-qna
can you try saying anything else	q_covid-19-qna, q_financial-qna
what is a different joke	q_covid-19-qna, q_financial-qna
can i have a big hug	q_covid-19-qna, q_financial-qna
umm what	q_covid-19-qna, q_financial-qna
what was your day like	q_covid-19-qna, q_financial-qna
i think i'm going to end it all	q_covid-19-qna, q_financial-qna
can't you tell me something else	q_covid-19-qna, q_financial-qna
who is older, me or you	q_covid-19-qna, q_financial-qna
i need to end my life	q_covid-19-qna, q_financial-qna
how many sisters do you have	q_covid-19-qna, q_financial-qna
who looks more pretty, you or me	q_covid-19-qna, q_financial-qna
what's my last name	q_covid-19-qna, q_financial-qna
you're bad at this	q_covid-19-qna, q_financial-qna
do i seem gorgeous today	q_covid-19-qna, q_financial-qna
i'm clearly more clever	q_covid-19-qna, q_financial-qna
do you think i should play a game	q_covid-19-qna, q_financial-qna
i think you're not actually fake	q_covid-19-qna, q_financial-qna
give me a fist bump	q_covid-19-qna, q_financial-qna
are you a fan of cortana	q_covid-19-qna, q_financial-qna
you're welcome bot	q_covid-19-qna, q_financial-qna
why can't you be as good as bixby	q_covid-19-qna, q_financial-qna
you're really idiotic	q_covid-19-qna, q_financial-qna
i plan to end it all this week	q_covid-19-qna, q_financial-qna
your answers are awful	q_covid-19-qna, q_financial-qna
looking forward to the game	q_covid-19-qna, q_financial-qna
i miss you	q_covid-19-qna, q_financial-qna
is there someone listening	q_covid-19-qna, q_financial-qna
can i be your bff	q_covid-19-qna, q_financial-qna
how ugly do you think i am	q_covid-19-qna, q_financial-qna
i'm on hold	q_covid-19-qna, q_financial-qna
well done my friend	q_covid-19-qna, q_financial-qna
can you sing a little song for me	q_covid-19-qna, q_financial-qna
i sure do miss you	q_covid-19-qna, q_financial-qna
i'm planning to jump off a bridge this month	q_covid-19-qna, q_financial-qna
i have to sign off now	q_covid-19-qna, q_financial-qna
what would you like to learn about me	q_covid-19-qna, q_financial-qna
i am white	q_covid-19-qna, q_financial-qna
i'm feeling kind of mad	q_covid-19-qna, q_financial-qna
can you speak	q_covid-19-qna, q_financial-qna
i’m on cloud nine	q_covid-19-qna, q_financial-qna
i'm going to take off now	q_covid-19-qna, q_financial-qna
i feel glum	q_covid-19-qna, q_financial-qna
stop being so terrible	q_covid-19-qna, q_financial-qna
are you free to talk to me	q_covid-19-qna, q_financial-qna
i need food in my belly	q_covid-19-qna, q_financial-qna
don't make me laugh	q_covid-19-qna, q_financial-qna
i am underweight	q_covid-19-qna, q_financial-qna
do you want to give me a hug	q_covid-19-qna, q_financial-qna
can you tell me your gender	q_covid-19-qna, q_financial-qna
how pretty do i look	q_covid-19-qna, q_financial-qna
between you and me who looks better	q_covid-19-qna, q_financial-qna
i want you to like me	q_covid-19-qna, q_financial-qna
what do you think about siri	q_covid-19-qna, q_financial-qna
tell me what you do again	q_covid-19-qna, q_financial-qna
come on you have a different joke	q_covid-19-qna, q_financial-qna
i am bald	q_covid-19-qna, q_financial-qna
you're kidding, right	q_covid-19-qna, q_financial-qna
who's your grandmother	q_covid-19-qna, q_financial-qna
that is boring	q_covid-19-qna, q_financial-qna
i'm an astronaut	q_covid-19-qna, q_financial-qna
perfect answer	q_covid-19-qna, q_financial-qna
you're not a woman right	q_covid-19-qna, q_financial-qna
that was a genius response	q_covid-19-qna, q_financial-qna
is anyone around to speak	q_covid-19-qna, q_financial-qna
do you not remember me	q_covid-19-qna, q_financial-qna
good morning to you, bot	q_covid-19-qna, q_financial-qna
i hate feeling despondent	q_covid-19-qna, q_financial-qna
i'm on a business trip	q_covid-19-qna, q_financial-qna
should i take the bus	q_covid-19-qna, q_financial-qna
are you hungry	q_covid-19-qna, q_financial-qna
i am strong	q_covid-19-qna, q_financial-qna
what's my favorite sport	q_covid-19-qna, q_financial-qna
that's a very intelligent response	q_covid-19-qna, q_financial-qna
are you a girl	q_covid-19-qna, q_financial-qna
what the heck are you talking about	q_covid-19-qna, q_financial-qna
when will i ever stop feeling so down	q_covid-19-qna, q_financial-qna
who is your sweetie	q_covid-19-qna, q_financial-qna
why can't you be more like siri	q_covid-19-qna, q_financial-qna
i need to sign off	q_covid-19-qna, q_financial-qna
i think you already said that	q_covid-19-qna, q_financial-qna
are you going to have lunch	q_covid-19-qna, q_financial-qna
are you a baby	q_covid-19-qna, q_financial-qna
would you ask me anything	q_covid-19-qna, q_financial-qna
bixby does a better job at this	q_covid-19-qna, q_financial-qna
what is the best beverage	q_covid-19-qna, q_financial-qna
are you so fake	q_covid-19-qna, q_financial-qna
been having a good day	q_covid-19-qna, q_financial-qna
i am dejected	q_covid-19-qna, q_financial-qna
is someone around to speak with me	q_covid-19-qna, q_financial-qna
human or robot	q_covid-19-qna, q_financial-qna
happy st. patrick's day	q_covid-19-qna, q_financial-qna
your answers are irrelevant	q_covid-19-qna, q_financial-qna
are you like hal	q_covid-19-qna, q_financial-qna
i didn't find that amusing	q_covid-19-qna, q_financial-qna
say another joke	q_covid-19-qna, q_financial-qna
are you in love with me	q_covid-19-qna, q_financial-qna
lately i've been so gloomy	q_covid-19-qna, q_financial-qna
we're pals	q_covid-19-qna, q_financial-qna
are you on the wrong side of the law	q_covid-19-qna, q_financial-qna
which of us is older	q_covid-19-qna, q_financial-qna
hey bishop	q_covid-19-qna, q_financial-qna
you're queer	q_covid-19-qna, q_financial-qna
i have been so mad lately	q_covid-19-qna, q_financial-qna
are you local	q_covid-19-qna, q_financial-qna
do you know how to feed the cat	q_covid-19-qna, q_financial-qna
are you a fan of folk music	q_covid-19-qna, q_financial-qna
i m great	q_covid-19-qna, q_financial-qna
are you siri	q_covid-19-qna, q_financial-qna
you must be a person	q_covid-19-qna, q_financial-qna
you're going to bore me to death	q_covid-19-qna, q_financial-qna
do i look cute to you today	q_covid-19-qna, q_financial-qna
you make no sense	q_covid-19-qna, q_financial-qna
i've never been so annoyed in all my life	q_covid-19-qna, q_financial-qna
i'm a lonely gal	q_covid-19-qna, q_financial-qna
i am broken hearted	q_covid-19-qna, q_financial-qna
do you think i seem handsome to you	q_covid-19-qna, q_financial-qna
aren't you chipper	q_covid-19-qna, q_financial-qna
how did you get built	q_covid-19-qna, q_financial-qna
that's very smart	q_covid-19-qna, q_financial-qna
are you committed to anyone	q_covid-19-qna, q_financial-qna
are we the best of friends	q_covid-19-qna, q_financial-qna
there's no hope for me	q_covid-19-qna, q_financial-qna
you don't understand nothing	q_covid-19-qna, q_financial-qna
someone's in a good mood.	q_covid-19-qna, q_financial-qna
is anybody there to listen to me	q_covid-19-qna, q_financial-qna
when will i ever stop feeling so miserable	q_covid-19-qna, q_financial-qna
gotta go, be back later	q_covid-19-qna, q_financial-qna
you're so fired	q_covid-19-qna, q_financial-qna
alexa is way better at this	q_covid-19-qna, q_financial-qna
i love swimming	q_covid-19-qna, q_financial-qna
who is your developer	q_covid-19-qna, q_financial-qna
how's it going	q_covid-19-qna, q_financial-qna
what is your opinion of the google assistant	q_covid-19-qna, q_financial-qna
i'm bisexual	q_covid-19-qna, q_financial-qna
you are horrible	q_covid-19-qna, q_financial-qna
i'm planning to kill myself with a gun soon	q_covid-19-qna, q_financial-qna
you think i'm trash, don't you	q_covid-19-qna, q_financial-qna
i love dancing	q_covid-19-qna, q_financial-qna
won't you do something funny	q_covid-19-qna, q_financial-qna
